Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper_Bollinger_Band,Middle_Bollinger_Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd,rolling_mean_close,rolling_std_close,lag1_close,day_of_week
1/15/1996,-1.050843241,-1.088548875,-1.09164898,-1.085264919,1.032423374,39.35376086,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.56593227,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.052200343,0.001860988,-1.051128216,0
1/16/1996,-1.048943288,-1.089425448,-1.081875016,-1.085264919,1.724492244,39.35376086,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.56593227,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051701607,0.002220814,-1.050843241,1
1/17/1996,-1.052719449,-1.089776078,-1.093312642,-1.087751123,0.955840048,39.35376086,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.56593227,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051372507,0.001771878,-1.048943288,2
1/18/1996,-1.053313166,-1.093773216,-1.095877436,-1.090237342,1.016805188,39.35376086,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.56593227,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051799996,0.001835666,-1.052719449,3
1/19/1996,-1.052268182,-1.093983602,-1.095530839,-1.08899424,0.448747,39.35376086,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.56593227,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051484466,0.001447672,-1.053313166,4
1/22/1996,-1.049180772,-1.090652637,-1.090817156,-1.085904219,1.412008226,45.65696736,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.41910362,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051199474,0.001693993,-1.052268182,0
1/23/1996,-1.048207025,-1.085813983,-1.087455191,-1.082423511,2.799824409,47.50995091,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.41910362,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.050782161,0.002039129,-1.049180772,1
1/24/1996,-1.051341962,-1.089951392,-1.093659238,-1.088532499,0.64311482,42.48708374,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.41910362,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.050853406,0.002050301,-1.048207025,2
1/25/1996,-1.050486993,-1.087847616,-1.091094444,-1.084554567,1.019096675,44.21912606,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.41910362,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.051073936,0.001887135,-1.051341962,3
1/26/1996,-1.050486993,-1.088969633,-1.093381964,-1.083915253,-0.906867997,44.21912606,0.981558324,0.770101279,12.10429363,11.57434373,11.04439383,30.04704576,-178.8448553,-178.9723723,11.41910362,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.050755013,0.001746066,-1.050486993,4
1/29/1996,-1.046354562,-1.087496987,-1.086068818,-1.083098351,1.246359129,52.27581035,0.981558324,0.770101279,12.09731927,11.57312012,11.04892096,30.04704576,-186.0411212,-181.2628997,11.64852238,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.049760927,0.002008103,-1.050486993,0
1/30/1996,-1.044240849,-1.080835085,-1.080627287,-1.079226954,1.629652578,55.79293652,0.981558324,0.770101279,12.24813846,11.60493345,10.96172845,30.04704576,-172.1091746,-178.9983837,11.64852238,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.048614165,0.002555202,-1.046354562,1
1/31/1996,-1.047542049,-1.082938847,-1.084821075,-1.082032837,0.709868931,49.63988545,0.981558324,0.770101279,12.29801007,11.63124042,10.96447077,30.04704576,-190.6504961,-182.9335973,11.64852238,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.048380062,0.002569666,-1.044240849,2
2/1/1996,-1.042910882,-1.085568553,-1.081181836,-1.080470071,1.841191333,56.83228189,0.981558324,0.770101279,12.4783999,11.68936057,10.90032125,30.04704576,-179.7254493,-180.8283733,11.64852238,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.04762347,0.003303889,-1.047542049,3
2/2/1996,-1.036142249,-1.074874428,-1.071477195,-1.070702786,2.108916331,64.75508161,0.981558324,0.770101279,12.89629168,11.79428306,10.69227443,30.04704576,-115.9225433,-162.0994962,11.64852238,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.045452083,0.005008008,-1.042910882,4
2/5/1996,-1.029539916,-1.065758121,-1.057266808,-1.060402751,3.67163794,70.45187743,0.981558324,0.770101279,13.47592454,11.95839624,10.44086795,30.04704576,-59.71512623,-118.4543729,13.49613857,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.042459643,0.0072531,-1.036142249,0
2/6/1996,-1.028589899,-1.055589939,-1.055187241,-1.055075152,3.284816852,71.17388047,0.981558324,0.770101279,13.96071412,12.09834385,10.23597358,30.04704576,-39.58599807,-71.74122253,13.49613857,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.039331487,0.007906523,-1.029539916,1
2/7/1996,-1.030561118,-1.06197134,-1.061079359,-1.062888969,1.012825283,67.48894538,0.981558324,0.770101279,14.27320995,12.25236254,10.23151512,30.04704576,-41.93120607,-47.07744346,13.49613857,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.03707528,0.00782135,-1.028589899,2
2/8/1996,-1.027426195,-1.059061148,-1.05709351,-1.056708942,0.595084421,70.13695728,0.981558324,0.770101279,14.64457566,12.40531058,10.16604551,31.07758799,-41.11876365,-40.87865593,13.49613857,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.034673187,0.007835924,-1.030561118,3
2/9/1996,-1.019398847,-1.053310862,-1.045655898,-1.050884092,1.214791139,75.61413646,0.981558324,0.770101279,15.22029909,12.60964918,9.998999275,32.68122784,-25.04791203,-36.03262725,13.49613857,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.030652729,0.007336661,-1.027426195,4
2/12/1996,-1.026523728,-1.045071129,-1.047076925,-1.050102716,1.414721825,64.33534142,0.981558324,0.770101279,15.48986758,12.76626797,10.04266836,34.17032198,-30.42249765,-32.19639111,15.65270424,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.028311707,0.005023001,-1.019398847,0
2/13/1996,-1.025906213,-1.054012107,-1.05560316,-1.053299272,1.474571376,64.82506081,0.981558324,0.770101279,15.74308369,12.91462779,10.0861719,35.01520043,-40.69177505,-32.05406158,15.65270424,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.026849416,0.003671606,-1.026523728,1
2/14/1996,-1.022533792,-1.046473632,-1.048705933,-1.042999237,0.579571807,67.45347173,0.981558324,0.770101279,16.01694883,13.10902481,10.20110079,36.20310049,-41.15212677,-37.42213316,15.65270424,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025848541,0.003769565,-1.025906213,2
2/15/1996,-1.023222535,-1.048577394,-1.05068151,-1.044952691,0.249901748,66.36282263,0.981558324,0.770101279,16.21511334,13.30280986,10.39050637,36.9791776,-44.27864453,-42.04084878,15.65270424,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025081775,0.003663402,-1.022533792,3
2/16/1996,-1.025977457,-1.050014969,-1.054528715,-1.0484334,0.262730976,62.04165962,0.953255348,0.806732093,16.31970351,13.47212334,10.62454316,37.12465253,-52.12631397,-45.85236176,15.65270424,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.024426967,0.002837273,-1.023222535,4
2/19/1996,-1.025193724,-1.052083674,-1.054147464,-1.046906145,-0.076285847,62.78407658,0.928269973,0.831039669,16.43312919,13.62660103,10.82007287,37.28837655,-53.49022813,-49.96506221,14.80537319,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.024108042,0.002555428,-1.025977457,0
2/20/1996,-1.028803667,-1.051382415,-1.056088401,-1.052873072,-0.037481622,57.2315195,0.861024823,0.8370367,16.46807471,13.75155954,11.03504437,36.46859105,-63.41892557,-56.34515589,14.80537319,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025451588,0.002098326,-1.025193724,1
2/21/1996,-1.028803667,-1.056957385,-1.061737885,-1.051487894,-0.906867997,57.2315195,0.798527628,0.829334885,16.42864977,13.8967072,11.36476463,35.70736166,-100.5793084,-72.49615401,14.80537319,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025777294,0.002441386,-1.028803667,2
2/22/1996,-1.025692475,-1.053906921,-1.056608282,-1.049392364,-0.291307065,60.70508721,0.772429179,0.817953744,16.39660378,14.05638504,11.7161663,35.48095888,-148.8598766,-104.2860368,14.80537319,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025746759,0.002440842,-1.028803667,3
2/23/1996,-1.023982507,-1.052083674,-1.053800868,-1.049179264,0.420344847,62.50745146,0.760748495,0.806512694,16.32538533,14.22707515,12.12876496,35.51516832,-159.1875655,-136.2089168,14.80537319,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025953719,0.002169326,-1.025692475,4
2/26/1996,-1.020871352,-1.045772373,-1.046279769,-1.040797157,1.141343524,65.59912918,0.774893703,0.800188896,16.33109413,14.39118819,12.45128225,36.13092449,-152.3033187,-153.4502536,15.06232452,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.025617836,0.002763368,-1.023982507,0
2/27/1996,-1.021085083,-1.04436987,-1.04825536,-1.042288899,0.875472824,65.20135497,0.774949407,0.795140998,16.31263193,14.54031239,12.76799284,36.43582943,-200.8570456,-170.7826433,15.06232452,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.024918925,0.003235594,-1.020871352,1
2/28/1996,-1.020942566,-1.042967366,-1.04652239,-1.040086819,0.134604691,65.35222313,0.767626039,0.789638006,16.10019188,14.71161427,13.32303667,36.85587904,-259.2667746,-204.1423796,15.06232452,76.94076286,1.06096675,12.02783394,61.88128332,-0.983811679,-1.024311617,0.00355829,-1.021085083,2
2/29/1996,-1.026784935,-1.046473632,-1.050716178,-1.050813068,1.113800672,54.85329642,0.693111798,0.770332765,15.82228231,14.81546612,13.80864993,35.48716935,-308.1571809,-256.093667,15.06232452,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.024023227,0.003197008,-1.020942566,3
3/1/1996,-1.025383747,-1.052083674,-1.055256563,-1.048682011,0.504119147,56.6519447,0.641229793,0.74451217,15.68925943,14.88475137,14.08024331,34.21622464,-315.7225535,-294.3821696,15.06232452,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.023534667,0.002538133,-1.026784935,4
3/4/1996,-1.026547481,-1.051382415,-1.055568492,-1.052233758,0.248514822,54.70268064,0.581317004,0.711873137,15.67374976,14.90402279,14.13429582,32.51230378,-327.3411153,-317.0736166,14.88184357,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.02365681,0.002676104,-1.025383747,0
3/5/1996,-1.026547481,-1.053626435,-1.058445243,-1.04811375,-0.906867997,54.70268064,0.527752089,0.675048927,15.66540111,14.91717606,14.168951,30.93009155,-328.7835687,-323.9490792,14.88184357,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.024023235,0.002894801,-1.026547481,1
3/6/1996,-1.025170009,-1.053416048,-1.05560316,-1.04832685,-0.276457744,56.74575064,0.493924143,0.63882397,15.62748309,14.95189505,14.27630701,29.81903768,-321.5057119,-325.8767987,14.88184357,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.024637329,0.002550169,-1.026547481,2
3/7/1996,-1.025906213,-1.050681156,-1.05400882,-1.047794086,-0.016345831,55.30988449,0.454227706,0.601904718,15.62320841,14.9616838,14.30015918,28.98492971,-320.8526018,-323.7139608,14.88184357,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.025326062,0.002028601,-1.025170009,3
3/8/1996,-1.02697495,-1.054152364,-1.058341253,-1.051452368,0.220745837,53.20517834,0.406969154,0.562917605,15.50349629,14.91289334,14.32229039,27.59384629,-324.4589855,-322.2724331,14.88184357,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.026187831,0.000706707,-1.025906213,4
3/11/1996,-1.02958737,-1.057693701,-1.061079359,-1.054755488,0.205715586,48.36079062,0.338463526,0.518026789,15.53071585,14.89316335,14.25561084,25.78327066,-303.8439783,-316.3851885,14.67689514,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.026588179,0.0014762,-1.02697495,0
3/12/1996,-1.029753632,-1.05828976,-1.062361756,-1.0543648,-0.126547423,48.06086572,0.279225591,0.47026655,15.5530131,14.86838579,14.18375848,24.10202186,-297.2112073,-308.5047237,14.67689514,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.027212448,0.001775596,-1.02958737,1
3/13/1996,-1.027093707,-1.058430017,-1.058687849,-1.053832036,-0.126788634,53.07486836,0.256962026,0.427605645,15.50599492,14.83901973,14.17204453,23.10374631,-285.1864615,-295.4138824,14.67689514,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.02729048,0.001753365,-1.029753632,2
3/14/1996,-1.027212434,-1.053836807,-1.0571975,-1.050031678,0.127021732,52.82971747,0.235370832,0.389158682,15.46831314,14.81332459,14.15833605,22.39516473,-282.0210293,-288.139566,14.67689514,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.027385474,0.001724172,-1.027093707,3
3/15/1996,-1.029254926,-1.054888681,-1.059346375,-1.052588934,-0.08002457,48.66525851,0.194786335,0.350284213,15.47354802,14.79221754,14.11088706,21.26991804,-292.2383544,-286.4819484,14.67689514,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.027969033,0.001529673,-1.027212434,4
3/18/1996,-1.032176066,-1.059096205,-1.062846984,-1.057028592,-0.134070073,43.39646394,0.130755692,0.306378508,15.50674877,14.74725094,13.98775311,20.01910261,-274.1077353,-282.7890397,14.38323212,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.028864727,0.001909076,-1.029254926,0
3/19/1996,-1.035144808,-1.061936283,-1.064649276,-1.065020011,0.105358287,38.79900767,0.048596157,0.254822038,15.6028044,14.7064137,13.81002299,19.95060257,-222.7279904,-263.0246934,14.38323212,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.030031849,0.002834324,-1.032176066,1
3/20/1996,-1.035144808,-1.066319122,-1.070991953,-1.060971027,-0.906867997,38.79900767,-0.01632765,0.200592101,15.67396834,14.66557646,13.65718457,19.88699539,-230.6344592,-242.4900617,14.38323212,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.030825769,0.00340913,-1.035144808,2
3/21/1996,-1.031796124,-1.063268672,-1.064891897,-1.057881021,-0.518524315,46.24847319,-0.032601035,0.153953473,15.6649113,14.62626867,13.58762605,18.75592948,-223.6976789,-225.6867095,14.38323212,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.031117553,0.003389423,-1.035144808,3
3/22/1996,-1.032983559,-1.063128414,-1.066624867,-1.060580339,-0.24745255,44.19422722,-0.057179871,0.111726805,15.63222717,14.56830149,13.50437581,18.08515314,-226.3782949,-226.9034777,14.38323212,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.031958961,0.002923013,-1.031796124,4
3/25/1996,-1.032271078,-1.061901226,-1.064579954,-1.057454806,-0.266085826,45.75124436,-0.068464625,0.075688519,15.50288402,14.49488673,13.48688945,17.116649,-225.6939342,-225.256636,13.9029808,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.032681624,0.002048423,-1.032983559,0
3/26/1996,-1.033102338,-1.06197134,-1.065931673,-1.061610341,-0.223000176,44.20170875,-0.085066699,0.043537475,15.36030136,14.41749506,13.47468876,16.80608048,-228.7678242,-226.9466845,13.9029808,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.033231254,0.001384215,-1.032271078,1
3/27/1996,-1.031107351,-1.061199967,-1.063505509,-1.05578549,-0.48939853,48.69292011,-0.076606678,0.019508645,15.17167821,14.35203338,13.53238854,16.09324516,-253.3077999,-235.9231861,13.9029808,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.033078581,0.00156688,-1.033102338,2
3/28/1996,-1.029278635,-1.060358465,-1.055533838,-1.054613412,-0.46720746,52.46955995,-0.050315899,0.005543736,15.14004929,14.33597383,13.53189838,15.6552924,-238.0967488,-240.0574577,13.9029808,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.032240556,0.001825056,-1.031107351,3
3/29/1996,-1.029112417,-1.056641827,-1.060732748,-1.053299272,-0.302372431,52.80957532,-0.027436467,-0.001052305,15.07713889,14.31196103,13.54678318,15.24862198,-231.8318505,-241.0787998,13.9029808,76.94076286,1.06096675,14.70136929,61.88128332,-0.983811679,-1.031378786,0.001639971,-1.029278635,4
4/1/1996,-1.026096243,-1.061199967,-1.056920225,-1.05578549,0.234961991,58.59742125,0.021792009,0.003516558,15.08681449,14.31486702,13.54291955,15.38665749,-218.7461387,-229.558246,14.40158749,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.030564517,0.002556915,-1.029112417,0
4/2/1996,-1.022462533,-1.050646099,-1.04998833,-1.04964099,0.621134834,64.28121615,0.09744833,0.022302912,15.19924159,14.34117427,13.48310694,16.31754074,-168.3843434,-206.3207775,14.40158749,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.029061514,0.00372389,-1.026096243,1
4/3/1996,-1.020847592,-1.045071129,-1.046903641,-1.040157843,0.476561218,66.48344041,0.172205767,0.052283483,15.3290648,14.36901083,13.40895686,17.49411493,-135.3319224,-174.1541348,14.40158749,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.027429587,0.004504239,-1.022462533,2
4/4/1996,-1.021203833,-1.045772373,-1.050161629,-1.042608549,0.251047492,65.52374126,0.225153677,0.086857522,15.44778978,14.39929438,13.35079897,18.12657509,-126.9440324,-143.5534327,14.40158749,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.025729801,0.004244291,-1.020847592,3
4/5/1996,-1.021203833,-1.045737316,-1.050646856,-1.040122331,-0.906867997,65.52374126,0.264071228,0.122300263,15.57086041,14.43646064,13.30206087,18.71385953,-126.2181257,-129.4980268,14.40158749,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.024315012,0.003777984,-1.021203833,4
4/8/1996,-1.014862662,-1.039461101,-1.039243898,-1.035540597,1.010307662,73.43894637,0.356706565,0.169181524,15.90875518,14.53128843,13.15382169,20.37185157,-108.1033909,-120.4218497,15.42022038,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.022255588,0.004484413,-1.021203833,0
4/9/1996,-1.01398397,-1.034552318,-1.033767699,-1.033729204,2.615104875,74.31879778,0.434247388,0.222194696,16.21676299,14.63284578,13.04892857,22.32041996,-89.96169716,-108.0944046,15.42022038,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.020094381,0.004269418,-1.014862662,1
4/10/1996,-1.016050185,-1.035954821,-1.038550719,-1.033622654,1.085112077,68.56701032,0.468820277,0.271519813,16.40971393,14.70396657,12.99821921,24.12980491,-89.02246388,-95.69585065,15.42022038,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.01865923,0.003542201,-1.01398397,2
4/11/1996,-1.016335145,-1.040162345,-1.042085967,-1.03539852,1.264901941,67.78781068,0.487636735,0.314743197,16.57684688,14.77401681,12.97118674,25.44162736,-90.57002088,-89.85139397,15.42022038,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.017783889,0.003184751,-1.016050185,3
4/12/1996,-1.013366411,-1.038058583,-1.038620027,-1.033693692,1.045282728,71.43039706,0.527324766,0.357259511,16.8066305,14.87633958,12.94604866,26.94709618,-86.42933548,-88.67394008,15.42022038,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.016715148,0.003240068,-1.016335145,4
4/15/1996,-1.009566564,-1.030379851,-1.030994952,-1.025666761,1.608788153,75.28308092,0.591452328,0.404098074,17.10152429,15.02194581,12.94236733,28.88817567,-95.55286234,-90.85073957,16.4296875,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.015052682,0.00352599,-1.013366411,0
4/16/1996,-1.00598036,-1.028521532,-1.024340332,-1.023464681,1.843452665,78.26244462,0.67180176,0.457638811,17.42473237,15.2097662,12.99480002,31.07688857,-80.89857584,-87.62692455,16.4296875,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.0128779,0.00378502,-1.009566564,1
4/17/1996,-1.004982889,-1.021929745,-1.025726705,-1.018492259,0.900950322,79.01994987,0.737346467,0.513580342,17.70843142,15.40401034,13.09958927,33.10926484,-74.38559862,-83.6123456,16.4296875,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.011466503,0.004662008,-1.00598036,2
4/18/1996,-0.997786771,-1.017722221,-1.015328884,-1.012312232,1.949011001,83.48993717,0.854234419,0.581711158,18.19091742,15.62303214,13.05514686,35.50526692,-52.68941102,-69.32452849,16.4296875,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.009152618,0.006754318,-1.004982889,3
4/19/1996,-0.994556815,-1.010008431,-1.007183914,-1.004995654,2.776351927,85.03149974,0.969265322,0.659221991,18.6710543,15.87050214,13.06994998,38.03807061,-48.673821,-58.58294355,16.4296875,76.94076286,1.06096675,14.40158749,61.88128332,-0.983811679,-1.006082137,0.007886602,-0.997786771,4
4/22/1996,-0.995981808,-1.002294627,-1.007530497,-1.003894613,2.5188481,81.41954969,1.033702095,0.734118012,19.01746444,16.10420671,13.19094897,40.38995975,-67.40585948,-56.25636383,18.85238075,81.97612446,1.06096675,14.40158749,61.88128332,-0.983811679,-1.003174517,0.007198421,-0.994556815,0
4/23/1996,-0.997501811,-1.01123562,-1.012244181,-1.007304284,3.553566974,77.6314917,1.056789056,0.798652221,19.23459838,16.33347573,13.43235308,41.86903348,-76.72960411,-64.26976153,18.85238075,81.97612446,1.06096675,14.40158749,61.88128332,-0.983811679,-1.000908145,0.005820272,-0.995981808,1
4/24/1996,-0.98956943,-1.005099648,-1.003544675,-0.998957703,1.975076463,82.26798459,1.144336925,0.867789161,19.6293175,16.60098186,13.57264621,43.63091843,-70.17476171,-71.43674177,18.85238075,81.97612446,1.06096675,14.40158749,61.88128332,-0.983811679,-0.998051412,0.005769534,-0.997501811,2
4/25/1996,-0.990590684,-0.990373313,-0.991067259,-0.999668041,2.844040726,79.96975708,1.189394592,0.932110248,19.92618837,16.85013404,13.77407971,45.69143262,-67.82253775,-71.57563452,18.85238075,81.97612446,1.06096675,14.40158749,61.88128332,-0.983811679,-0.995852887,0.005142711,-0.98956943,3
4/26/1996,-0.993179358,-1.001663497,-1.00222761,-1.004960127,3.720407048,74.30345551,1.184543934,0.982596985,20.08138096,17.08154459,14.08170822,46.7011408,-70.69073654,-69.56267867,18.85238075,81.97612446,1.06096675,14.40158749,61.88128332,-0.983811679,-0.994166668,0.003229353,-0.990590684,4
4/29/1996,-0.994461833,-1.007238467,-1.010615201,-1.003965652,1.749592891,71.59685466,1.154067412,1.01689107,20.18677108,17.28527164,14.38377221,47.63872697,-73.36402145,-70.62576525,19.02979851,82.28126628,1.06096675,14.40158749,61.88128332,-0.983811679,-0.993691677,0.00282769,-0.993179358,0
4/30/1996,-0.999021756,-1.006151536,-1.011516347,-1.008689462,2.022941009,62.83298363,1.070186113,1.027550079,20.21156528,17.43623133,14.66089737,47.70367384,-80.1036555,-74.71947116,19.02979851,82.28126628,1.06096675,18.27729225,61.88128332,-0.983811679,-0.994329526,0.003483013,-0.994461833,1
5/1/1996,-0.996694274,-1.007904669,-1.011447025,-1.004356339,0.809532782,65.17609538,1.016185511,1.025277165,20.25443294,17.5917798,14.92912667,47.76817726,-83.41025628,-78.95931108,19.02979851,82.28126628,1.06096675,18.27729225,61.88128332,-0.983811679,-0.994431307,0.003549126,-0.999021756,2
