Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper_Bollinger_Band,Middle_Bollinger_Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd
1996-01-01,12.2052555084229,18.6911468505859,18.9789218902588,18.5401840209961,43733533,,,,,,,,,,,,,,,
1996-01-02,11.816764831543,18.8940048217773,18.9647674560547,17.7381916046143,56167280,,,,,,,,,,,,,,,
1996-01-03,11.5016946792603,18.3278923034668,18.568489074707,17.6438388824463,68296318,,,,,,,,,,,,,,,
1996-01-04,11.4619293212891,17.502311706543,17.8325424194336,17.2239723205566,86073880,,,,,,,,,,,,,,,
1996-01-05,11.3976888656616,17.7381916046143,17.7853660583496,17.4598522186279,76613039,,,,,,,,,,,,,,,
1996-01-08,11.0642614364624,17.478723526001,17.6438388824463,16.922046661377,55395172,,,,,,,,,,11.3976888656616,,,,,
1996-01-09,11.6699361801147,16.8890228271484,18.6817111968994,16.7050361633301,82057540,,,,,,,,,,11.3976888656616,,,,,
1996-01-10,11.1346197128296,17.407958984375,17.7146034240723,17.0541381835938,54360749,,,,,,,,,,11.3976888656616,,,,,
1996-01-11,11.5598134994507,16.9833755493164,17.9268951416016,16.9833755493164,65973105,,,,,,,,,,11.3976888656616,,,,,
1996-01-12,11.5659322738647,17.8797187805176,18.2335395812988,17.5730743408203,102152486,,,,,,,,,,11.3976888656616,,,,,
1996-01-15,11.6026372909546,18.0212478637695,18.2005176544189,17.7853660583496,68169665,,,,,,,,,,11.5659322738647,,,,,
1996-01-16,11.8473529815674,17.9033069610596,19.5308818817139,17.7853660583496,92497161,,,,,,,,,,11.5659322738647,,,,,
1996-01-17,11.3609800338745,17.8561305999756,17.9740715026855,17.455135345459,65477620,,,,,,,,,,11.5659322738647,,,,,
1996-01-18,11.2845087051392,17.3183250427246,17.6249694824219,17.1249027252197,67620657,,,,,,,,,,11.5659322738647,,,,,
1996-01-19,11.4191036224365,17.290018081665,17.6721458435059,17.290018081665,47652365,39.3537608601093,,,,,,,,,11.5659322738647,,,,,
1996-01-22,11.816764831543,17.7381916046143,18.3137397766113,17.7004508972168,81512772,45.6569673569474,,,,,,,,,11.4191036224365,,,,,
1996-01-23,11.9421844482422,18.3892211914063,18.7713470458984,18.1627769470215,130297068,47.5099509068839,,,,,,,,,11.4191036224365,,,,,
1996-01-24,11.5384016036987,17.8325424194336,17.9268951416016,17.3513488769531,54484752,42.4870837397945,,,,,,,,,11.4191036224365,,,,,
1996-01-25,11.6485223770142,18.1156005859375,18.2759971618652,17.8797187805176,67701207,44.2191260568172,,,,,,,,,11.4191036224365,,,,,
1996-01-26,11.6485223770142,17.964635848999,17.964635848999,17.964635848999,0,44.2191260568172,,,12.1042936290094,11.5743437290192,11.044393829029,,-178.844855258503,-178.972372273948,11.4191036224365,,,,,
1996-01-29,12.1807832717896,18.1627769470215,18.9600505828857,18.0731410980225,75689901,52.2758103470521,,,12.0973192746887,11.5731201171875,11.0489209596863,,-186.041121220793,-181.26289967413,11.6485223770142,,,,,
1996-01-30,12.453031539917,19.0591201782227,19.7007141113281,18.5873603820801,89163372,55.7929365169151,,,12.2481384560745,11.6049334526062,10.9617284491379,,-172.109174628559,-178.998383702619,11.6485223770142,,,,,
1996-01-31,12.0278339385986,18.7760639190674,19.1298847198486,18.2146682739258,56831282,49.63988545275,,,12.2980100659251,11.6312404155731,10.9644707652212,,-190.650496088422,-182.933597312592,11.6485223770142,,,12.0278339385986,,
1996-02-01,12.6243324279785,18.4222431182861,19.6252326965332,18.4222431182861,96599349,56.8322818869841,,,12.4783998959714,11.6893605709076,10.9003212458438,,-179.725449283668,-180.82837333355,11.6485223770142,,,12.0278339385986,,
1996-02-02,13.4961385726929,19.8611125946045,20.9461612701416,19.7195854187012,106010376,64.755081614014,,,12.8962916848944,11.7942830562592,10.6922744276239,,-115.922543273565,-162.099496215218,11.6485223770142,,,12.0278339385986,,
1996-02-05,14.3465251922607,21.0876903533936,22.8803806304932,21.0876903533936,160942920,70.4518774277086,,,13.475924541987,11.9583962440491,10.4408679461111,,-59.7151262337359,-118.454372930323,13.4961385726929,,,12.0278339385986,,
1996-02-06,14.4688882827759,22.4557952880859,23.1634368896484,21.7953300476074,147345446,71.1738804741832,,,13.9607141184674,12.0983438491821,10.2359735798968,,-39.5859980716548,-71.7412225263184,13.4961385726929,,,12.0278339385986,,
1996-02-07,14.2149934768677,21.5971927642822,22.361442565918,20.7574577331543,67480756,67.4889453843971,,,14.2732099541215,12.252362537384,10.2315151206465,30.0470457590059,-41.9312060651094,-47.0774434568334,13.4961385726929,,,12.0278339385986,,
1996-02-08,14.6187744140625,21.9887523651123,22.9039688110352,21.5783214569092,52796395,70.1369572803452,,,14.6445756551845,12.4053105831146,10.1660455110448,31.0775879900713,-41.1187636476612,-40.8786559281418,13.4961385726929,,,12.0278339385986,,
1996-02-09,15.6527042388916,22.7624397277832,24.4607772827148,22.3520088195801,74580228,75.6141364559069,,,15.220299087799,12.609649181366,9.99899927493291,32.6812278392051,-25.0479120303176,-36.0326272476961,13.4961385726929,,,12.0278339385986,,
1996-02-12,14.7350130081177,23.8710765838623,24.2673568725586,22.4557952880859,81608160,64.3353414160257,,,15.4898675793829,12.7662679672241,10.0426683550654,34.1703219848293,-30.4224976519964,-32.1963911099918,15.6527042388916,,,12.0278339385986,,
1996-02-13,14.814549446106,22.6680889129639,23.1068248748779,22.0312118530273,83711982,64.8250608087649,,,15.7430836857997,12.9146277904511,10.0861718951024,35.0152004268024,-40.6917750471617,-32.0540615764919,15.6527042388916,,,12.0278339385986,,
1996-02-14,15.2489204406738,23.682373046875,24.0456275939941,23.3993167877197,52251098,67.4534717349024,,,16.0169488316241,13.109024810791,10.2011007899579,36.20310049229,-41.1521267739705,-37.4221331577096,15.6527042388916,,,12.0278339385986,,
1996-02-15,15.1602096557617,23.3993167877197,23.776725769043,23.1398487091064,40662588,66.3628226324002,0.981558323927539,0.770101278892345,16.2151133421717,13.3028098583221,10.3905063744726,36.9791776022422,-44.2786445301287,-42.0408487837537,15.6527042388916,,,12.0278339385986,,
1996-02-16,14.8053731918335,23.2058944702148,23.2530708312988,22.6775226593018,41113559,62.0416596193877,0.953255347928712,0.806732092699618,16.319703510149,13.472123336792,10.624543163435,37.1246525283181,-52.1263139740622,-45.8523617593872,15.6527042388916,,,12.0278339385986,,
1996-02-19,14.9063186645508,22.9275550842285,23.3049640655518,22.8803806304932,29196493,62.7840765828737,0.928269973127263,0.831039668785147,16.4331291872675,13.6266010284424,10.8200728696173,37.2883765471882,-53.4902281264364,-49.9650622102092,14.8053731918335,,,12.0278339385986,,
1996-02-20,14.4413547515869,23.0219078063965,23.0407772064209,22.0878219604492,30560533,57.2315195003298,0.861024823480836,0.837036699724285,16.4680747132658,13.7515595436096,11.0350443739535,36.4685910511955,-63.4189255656408,-56.3451558887132,14.8053731918335,,,12.0278339385986,,
1996-02-21,14.4413547515869,22.2718086242676,22.2718086242676,22.2718086242676,0,57.2315195003298,0.79852762847602,0.829334885474632,16.4286497693841,13.896707201004,11.3647646326239,35.7073616620594,-100.579308350471,-72.4961540141829,14.8053731918335,,,12.0278339385986,,
1996-02-22,14.8420791625977,22.6822414398193,22.9700145721436,22.5501480102539,21638101,60.7050872076385,0.772429179382208,0.817953744256147,16.3966037797898,14.0563850402832,11.7161663007766,35.4809588827725,-148.85987655213,-104.286036822747,14.8053731918335,,,12.0278339385986,,
1996-02-23,15.0623245239258,22.9275550842285,23.3521404266357,22.5784530639648,46653977,62.5074514587716,0.760748495333377,0.806512694471593,16.3253853310078,14.2270751476288,12.1287649642498,35.5151683151151,-159.187565515657,-136.208916806086,14.8053731918335,,,12.0278339385986,,
1996-02-26,15.4630441665649,23.776725769043,24.3758602142334,23.6918087005615,71998409,65.5991291794878,0.774893703023219,0.800188896181918,16.3310941320428,14.3911881923676,12.4512822526923,36.1309244859865,-152.303318728091,-153.450253598626,15.0623245239258,,,12.0278339385986,,
1996-02-27,15.4355154037476,23.9654293060303,24.1069564819336,23.4936676025391,62652564,65.2013549703199,0.7749494065666,0.795140998258855,16.3126319328771,14.5403123855591,12.7679928382411,36.4358294287104,-200.857045570758,-170.782643271502,15.0623245239258,,,12.0278339385986,,
1996-02-28,15.4538717269897,24.1541328430176,24.3428363800049,23.7861595153809,36609684,65.3522231348352,0.767626038757326,0.789638006358549,16.1001918829305,14.7116142749786,13.3230366670268,36.8558790427005,-259.266774578017,-204.142379625622,15.0623245239258,,,12.0278339385986,,
1996-02-29,14.7013692855835,23.682373046875,23.7720069885254,22.361442565918,71030227,54.8532964174056,0.693111797555176,0.770332764597874,15.8222823088418,14.8154661178589,13.808649926876,35.4871693541447,-308.157180853922,-256.093667000899,15.0623245239258,,,14.7013692855835,,
1996-03-01,14.8818435668945,22.9275550842285,23.1540012359619,22.6445007324219,49598798,56.6519447038288,0.641229792871123,0.744512170252524,15.6892594271786,14.884751367569,14.0802433079593,34.2162246433429,-315.722553490978,-294.382169640972,15.0623245239258,,,14.7013692855835,,
1996-03-04,14.7319536209106,23.0219078063965,23.1115436553955,22.1727390289307,40613835,54.7026806363382,0.581317003847909,0.711873136971601,15.6737497629086,14.9040227890015,14.1342958150943,32.5123037825089,-327.341115323677,-317.073616556192,14.8818435668945,,,14.7013692855835,,
1996-03-05,14.7319536209106,22.7199802398682,22.7199802398682,22.7199802398682,0,54.7026806363382,0.527752089327182,0.675048927442717,15.6654011107271,14.9171760559082,14.1689510010893,30.9300915545917,-328.783568696369,-323.949079170341,14.8818435668945,,,14.7013692855835,,
1996-03-06,14.9093732833862,22.7482872009277,23.1068248748779,22.6916751861572,22160082,56.7457506354455,0.493924142600138,0.638823970474201,15.627483087345,14.9518950462341,14.2763070051233,29.8190376758491,-321.505711936805,-325.876798652284,14.8818435668945,,,14.7013692855835,,
1996-03-07,14.814549446106,23.1162605285645,23.3238353729248,22.7624397277832,31303495,55.3098844863318,0.454227705665137,0.601904717512388,15.6232084113764,14.9616837978363,14.3001591842962,28.9849297097873,-320.852601844273,-323.713960825816,14.8818435668945,,,14.7013692855835,,
1996-03-08,14.6768951416016,22.6492176055908,22.7341346740723,22.2765274047852,39637704,53.2051783425914,0.406969154366252,0.562917604883161,15.5034962943094,14.9128933429718,14.3222903916342,27.5938462944868,-324.458985501706,-322.272433094261,14.8818435668945,,,14.7013692855835,,
1996-03-11,14.3404130935669,22.1727390289307,22.361442565918,21.8377895355225,39109363,48.3607906160809,0.33846352596275,0.518026789099079,15.5307158546421,14.8931633472443,14.2556108398465,25.7832706602343,-303.843978297522,-316.385188547834,14.6768951416016,,,14.7013692855835,,
1996-03-12,14.318998336792,22.0925407409668,22.1868915557861,21.8896827697754,27429706,48.060865723384,0.279225591192063,0.470266549517675,15.5530131016523,14.8683857917786,14.1837584819048,24.1020218569999,-297.211207303104,-308.504723700778,14.6768951416016,,,14.7013692855835,,
